User,Krzysztof Kubicz,,Metabolic Load (ML),72.0
Date,2026-08-01,,Biomechanics Load (BL),843.0
Start Time,11:29:45,,ML/Duration,1.74
Duration,00:54:25,,BL/Duration],20.4
Activity Type,Normal Activity,,ML/BL,0.0854
Sport,Running,,Avg BR,39.0
,,,Avg VT,281.6
Total Distance [km],9.1,,Avg VE,105.5
Elevation [m],,,Avg HR,134.0
Climb [m],,,Avg Power,1220.0
Descent [m],,,Avg Cad,177.0

Time,BR,VT,VE,HR,Power,Cad,Speed,Elevation,Cumulative Distance,External Heart Rate,External Bike Power,External Cadence,External Speed,Protocol Grade,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,Equivalent 0% Grade Speed,Ground Contact Time,Air Time,VE 15 sec sum,,Breath by breath time,BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed
1131.0,37.55,310.2,111.6,134.0,1184.0,175.4,8.47,,4175.0,,,,,,,,,,,,,,,1938.7319999999997,34.9,46.4,199.0,264.1,69.0,102.4,,
1132.0,37.3,309.4,111.0,134.0,1192.0,175.9,8.52,,4179.0,,,,,,,,,,,,,,,1939.8359999999998,50.0,45.8,240.0,264.2,120.0,102.6,,
1133.0,37.22,305.9,109.5,135.0,1197.0,176.9,8.54,,4182.0,,,,,,,,,,,,,,,1941.1320000000003,50.0,45.8,253.0,264.9,126.0,103.0,,
1134.0,37.17,304.1,109.4,134.0,1206.0,177.4,8.5,,4186.0,,,,,,,,,,,,,,,1942.296,50.0,45.8,237.0,265.5,119.0,103.2,,
1135.0,37.12,303.0,109.8,134.0,1218.0,176.5,8.43,,4190.0,,,,,,,,,,,,,,,1943.6460000000002,48.4,49.5,281.0,265.6,136.0,103.3,,
1136.0,37.08,302.7,110.0,134.0,1228.0,176.9,8.37,,4194.0,,,,,,,,,,,,,,,1945.212,40.5,49.5,254.0,266.0,103.0,103.1,,
1137.0,37.04,303.6,110.1,134.0,1230.0,176.5,8.37,,4198.0,,,,,,,,,,,,,,,1946.652,40.5,46.3,178.0,265.5,72.0,102.9,,
1138.0,36.95,304.1,110.0,134.0,1230.0,175.9,8.33,,4201.0,,,,,,,,,,,,,,,1949.886,40.5,43.2,274.0,266.3,111.0,103.1,,
1139.0,36.8,304.7,110.0,134.0,1219.0,175.9,8.31,,4205.0,,,,,,,,,,,,,,,1951.4759999999999,36.6,40.5,259.0,266.6,95.0,103.1,,
1140.0,36.51,306.0,110.5,134.0,1211.0,175.9,8.33,,4209.0,,,,,,,,,,,,,,,1953.036,39.5,40.2,335.0,267.6,132.0,103.0,,
1141.0,36.18,307.5,110.9,133.0,1210.0,175.9,8.35,,4212.0,,,,,,,,,,,,,,,1954.806,34.1,38.9,284.0,267.9,97.0,102.9,,
1142.0,35.73,309.8,111.0,133.0,1212.0,175.9,8.37,,4216.0,,,,,,,,,,,,,,,1956.4019999999998,37.5,37.9,365.0,268.9,137.0,102.9,,
1143.0,35.37,307.7,109.8,133.0,1211.0,176.9,8.39,,4220.0,,,,,,,,,,,,,,,1958.076,34.9,36.3,328.0,269.6,114.0,103.0,,
1144.0,35.1,305.8,109.5,133.0,1214.0,176.5,8.41,,4224.0,,,,,,,,,,,,,,,1959.7020000000002,37.5,36.6,265.0,269.3,99.0,102.5,,
1145.0,34.92,307.0,111.3,133.0,1220.0,175.0,8.41,,4227.0,,,,,,,,,,,,,,,1961.136,40.5,36.6,392.0,270.0,159.0,102.9,,
1146.0,34.86,309.6,111.6,133.0,1222.0,175.4,8.41,,4231.0,,,,,,,,,,,,,,,1963.092,33.3,36.6,287.0,270.5,96.0,103.1,,
1147.0,34.8,312.2,112.0,134.0,1226.0,176.8,8.39,,4235.0,,,,,,,,,,,,,,,1964.4360000000001,39.5,37.3,352.0,271.2,139.0,103.4,,
1148.0,34.95,314.3,112.2,134.0,1227.0,176.5,8.43,,4239.0,,,,,,,,,,,,,,,1966.3559999999998,34.9,37.3,354.0,271.1,124.0,103.2,,
1149.0,35.13,316.3,112.5,134.0,1223.0,176.9,8.43,,4242.0,,,,,,,,,,,,,,,1968.612,25.9,35.9,380.0,271.4,98.0,103.1,,
1150.0,35.32,316.3,112.4,134.0,1212.0,176.5,8.45,,4246.0,,,,,,,,,,,,,,,1970.0520000000001,38.5,35.6,309.0,270.5,119.0,102.6,,
1151.0,35.51,315.6,112.2,135.0,1211.0,175.9,8.47,,4250.0,,,,,,,,,,,,,,,1971.6119999999999,39.5,37.6,321.0,270.8,127.0,102.8,,
1152.0,35.57,313.1,111.1,135.0,1214.0,175.9,8.47,,4254.0,,,,,,,,,,,,,,,1973.352,36.6,36.6,396.0,270.5,145.0,102.9,,
1153.0,35.62,310.4,109.9,134.0,1216.0,175.0,8.47,,4258.0,,,,,,,,,,,,,,,1975.3619999999999,29.4,34.8,396.0,271.7,116.0,103.0,,
1154.0,35.74,307.7,109.1,134.0,1221.0,174.5,8.5,,4261.0,,,,,,,,,,,,,,,1976.7959999999998,39.5,38.2,269.0,271.8,106.0,103.0,,
1155.0,35.97,304.9,109.1,134.0,1227.0,173.5,8.47,,4265.0,,,,,,,,,,,,,,,1978.2359999999999,42.9,38.5,298.0,271.8,128.0,103.1,,
1156.0,36.16,305.5,109.3,135.0,1227.0,173.0,8.47,,4269.0,,,,,,,,,,,,,,,1979.4959999999999,41.7,39.2,288.0,272.8,120.0,103.5,,
1157.0,36.3,308.2,109.7,135.0,1220.0,172.0,8.41,,4273.0,,,,,,,,,,,,,,,1982.0759999999998,24.6,36.8,466.0,273.5,115.0,103.2,,
1158.0,36.26,311.3,111.2,135.0,1219.0,170.6,8.37,,4276.0,,,,,,,,,,,,,,,1983.996,32.6,37.9,466.0,274.5,152.0,103.4,,
1159.0,36.19,310.6,111.4,135.0,1213.0,169.1,8.37,,4280.0,,,,,,,,,,,,,,,1985.292,41.7,38.6,180.0,273.3,75.0,103.2,,
1160.0,36.09,307.5,110.8,135.0,1207.0,169.5,8.37,,4284.0,,,,,,,,,,,,,,,1987.362,30.0,34.8,198.0,272.9,59.0,102.9,,
1161.0,36.01,304.8,111.3,136.0,1199.0,171.6,8.35,,4288.0,,,,,,,,,,,,,,,1988.3220000000001,55.6,34.8,279.0,273.0,155.0,103.2,,
1162.0,35.88,305.0,112.0,135.0,1195.0,173.5,8.37,,4291.0,,,,,,,,,,,,,,,1989.6360000000002,50.0,41.4,260.0,272.5,130.0,103.3,,
1163.0,35.76,305.5,112.6,135.0,1197.0,174.0,8.35,,4295.0,,,,,,,,,,,,,,,1990.8960000000002,46.9,46.2,256.0,272.1,120.0,103.2,,
1164.0,35.76,301.3,111.2,135.0,1199.0,173.1,8.37,,4299.0,,,,,,,,,,,,,,,1992.306,44.1,47.0,171.0,271.2,75.0,103.0,,
1165.0,35.88,297.4,110.3,136.0,1203.0,173.4,8.41,,4303.0,,,,,,,,,,,,,,,1993.3860000000002,48.4,48.4,247.0,271.0,119.0,103.0,,
1166.0,36.21,295.8,111.2,135.0,1211.0,173.1,8.41,,4306.0,,,,,,,,,,,,,,,1994.796,44.1,46.5,259.0,271.0,114.0,103.0,,
1167.0,36.42,297.9,112.2,134.0,1217.0,172.5,8.41,,4310.0,,,,,,,,,,,,,,,1996.176,42.9,45.0,234.0,270.5,100.0,103.0,,
1168.0,36.62,300.3,113.3,134.0,1223.0,171.6,8.45,,4314.0,,,,,,,,,,,,,,,1997.436,50.0,45.5,247.0,269.9,124.0,103.0,,
1169.0,36.84,303.7,113.7,135.0,1224.0,172.0,8.52,,4318.0,,,,,,,,,,,,,,,1998.636,48.4,47.0,251.0,269.8,122.0,103.1,,
1170.0,37.06,302.9,112.3,134.0,1222.0,173.4,8.56,,4322.0,,,,,,,,,,,,,,,1999.8359999999998,50.0,47.5,256.0,269.1,128.0,103.2,,
1171.0,37.28,298.2,109.5,135.0,1220.0,173.1,8.58,,4325.0,,,,,,,,,,,,,,,2001.216,45.5,47.9,259.0,269.4,118.0,103.4,,
1172.0,37.36,295.7,108.9,135.0,1215.0,172.5,8.52,,4329.0,,,,,,,,,,,,,,,2002.5960000000002,44.1,47.9,147.0,268.2,65.0,102.9,,
1173.0,37.44,293.2,108.3,134.0,1216.0,172.5,8.43,,4333.0,,,,,,,,,,,,,,,2003.6460000000002,51.7,47.9,191.0,267.8,99.0,102.9,,
1174.0,37.53,292.4,108.2,134.0,1215.0,172.5,8.39,,4337.0,,,,,,,,,,,,,,,2004.8160000000003,51.7,49.1,235.0,267.1,122.0,103.0,,
1175.0,37.63,293.2,108.5,133.0,1214.0,172.5,8.37,,4341.0,,,,,,,,,,,,,,,2005.8960000000002,55.6,49.6,208.0,266.8,116.0,103.1,,
1176.0,37.88,291.7,107.7,133.0,1215.0,172.5,8.33,,4344.0,,,,,,,,,,,,,,,2006.772,62.5,53.0,256.0,267.0,160.0,103.5,,
1177.0,38.12,289.2,106.8,134.0,1224.0,171.6,8.33,,4348.0,,,,,,,,,,,,,,,2007.696,65.2,56.6,338.0,267.7,221.0,104.2,,
1178.0,38.33,286.5,106.1,134.0,1229.0,173.6,8.31,,4352.0,,,,,,,,,,,,,,,2009.406,40.5,56.6,267.0,268.2,108.0,104.4,,
1179.0,38.68,287.0,106.2,134.0,1223.0,174.1,8.33,,4355.0,,,,,,,,,,,,,,,2010.9660000000001,40.5,52.9,291.0,268.7,118.0,104.7,,
1180.0,39.01,288.4,106.5,132.0,1222.0,174.5,8.35,,4359.0,,,,,,,,,,,,,,,2012.496,37.5,47.9,142.0,268.3,53.0,104.5,,
1181.0,39.22,288.8,106.2,132.0,1226.0,175.0,8.41,,4363.0,,,,,,,,,,,,,,,2013.492,51.7,44.3,326.0,268.6,169.0,104.9,,
1182.0,39.43,289.3,106.0,132.0,1224.0,176.0,8.43,,4367.0,,,,,,,,,,,,,,,2015.112,41.7,40.9,287.0,268.2,119.0,104.7,,
1183.0,39.8,290.5,105.2,132.0,1220.0,177.4,8.45,,4370.0,,,,,,,,,,,,,,,2016.5520000000001,38.5,40.2,368.0,268.1,142.0,104.8,,
1184.0,40.1,292.9,104.9,133.0,1221.0,178.0,8.47,,4374.0,,,,,,,,,,,,,,,2018.3220000000001,36.6,39.2,353.0,268.4,129.0,104.8,,
1185.0,40.18,294.1,104.5,133.0,1221.0,178.0,8.47,,4378.0,,,,,,,,,,,,,,,2019.8160000000003,37.5,39.2,332.0,268.0,125.0,104.9,,
1186.0,40.18,293.9,103.4,133.0,1225.0,175.6,8.47,,4382.0,,,,,,,,,,,,,,,2021.4119999999998,38.5,38.1,269.0,268.0,103.0,104.7,,
1187.0,40.17,295.1,103.7,132.0,1225.0,174.0,8.47,,4386.0,,,,,,,,,,,,,,,2022.8519999999999,40.5,38.1,426.0,269.1,173.0,105.2,,
1188.0,39.96,297.0,103.2,132.0,1221.0,173.1,8.45,,4389.0,,,,,,,,,,,,,,,2024.736,33.3,37.5,322.0,268.4,107.0,105.1,,
1189.0,39.6,297.4,101.7,132.0,1225.0,173.4,8.5,,4393.0,,,,,,,,,,,,,,,2026.3319999999999,35.7,37.2,292.0,267.6,104.0,104.9,,
1190.0,39.26,296.3,100.2,132.0,1231.0,174.0,8.54,,4397.0,,,,,,,,,,,,,,,2028.0119999999997,37.5,37.2,324.0,268.1,121.0,104.9,,
1191.0,39.04,296.4,99.97,132.0,1232.0,174.0,8.52,,4401.0,,,,,,,,,,,,,,,2029.6260000000002,37.5,36.9,347.0,268.5,130.0,104.9,,
1192.0,38.81,298.2,100.1,132.0,1231.0,174.0,8.45,,4405.0,,,,,,,,,,,,,,,2031.2220000000002,38.5,36.9,372.0,269.2,143.0,105.2,,
1193.0,38.59,300.7,100.4,132.0,1228.0,174.0,8.43,,4408.0,,,,,,,,,,,,,,,2033.142,31.3,36.9,289.0,269.1,90.0,105.0,,
1194.0,38.15,299.8,99.12,133.0,1223.0,174.0,8.43,,4412.0,,,,,,,,,,,,,,,2034.696,37.5,37.5,318.0,269.5,119.0,105.2,,
1195.0,37.58,296.7,97.14,133.0,1221.0,173.0,8.39,,4416.0,,,,,,,,,,,,,,,2036.196,39.5,37.8,361.0,270.5,143.0,105.5,,
1196.0,37.15,294.7,97.0,133.0,1219.0,173.5,8.31,,4420.0,,,,,,,,,,,,,,,2037.882,36.6,37.5,223.0,269.8,82.0,105.2,,
1197.0,36.72,292.4,96.74,132.0,1219.0,174.0,8.2,,4423.0,,,,,,,,,,,,,,,2039.292,40.5,37.9,223.0,269.6,90.0,105.1,,
1198.0,36.29,289.5,96.18,133.0,1220.0,174.9,8.2,,4427.0,,,,,,,,,,,,,,,2040.4920000000002,48.4,39.2,331.0,269.4,160.0,105.4,,
1199.0,35.84,287.1,95.64,134.0,1224.0,175.5,8.2,,4431.0,,,,,,,,,,,,,,,2042.736,27.3,38.9,299.0,269.5,82.0,105.3,,
1200.0,35.33,287.7,95.15,134.0,1230.0,176.4,8.24,,4434.0,,,,,,,,,,,,,,,2044.5120000000002,38.5,38.5,299.0,270.1,115.0,106.0,,
1201.0,34.83,288.3,94.67,135.0,1229.0,177.0,8.24,,4438.0,,,,,,,,,,,,,,,2046.462,26.8,35.4,299.0,270.8,80.0,106.0,,
1202.0,34.28,290.4,94.21,134.0,1231.0,177.9,8.26,,4442.0,,,,,,,,,,,,,,,2047.4520000000002,31.6,32.4,299.0,271.2,95.0,105.9,,
1203.0,33.73,292.5,93.76,134.0,1229.0,176.9,8.24,,4445.0,,,,,,,,,,,,,,,2048.8920000000003,42.9,32.4,246.0,271.0,106.0,105.8,,
1204.0,33.19,293.9,93.37,135.0,1232.0,176.9,8.18,,4449.0,,,,,,,,,,,,,,,2050.146,45.5,37.6,250.0,271.0,114.0,105.9,,
1205.0,32.65,295.0,93.0,136.0,1233.0,177.4,8.16,,4453.0,,,,,,,,,,,,,,,2051.352,50.0,40.0,309.0,271.2,154.0,106.1,,
1206.0,32.12,296.0,92.85,136.0,1234.0,177.4,8.12,,4456.0,,,,,,,,,,,,,,,2052.936,40.5,43.0,287.0,271.4,116.0,106.4,,
1207.0,31.64,296.4,93.72,136.0,1242.0,176.5,8.1,,4460.0,,,,,,,,,,,,,,,2054.5319999999997,37.5,43.0,259.0,271.5,97.0,106.4,,
1208.0,31.16,296.8,94.59,136.0,1248.0,177.5,8.08,,4464.0,,,,,,,,,,,,,,,2056.032,39.5,41.8,301.0,271.6,119.0,106.6,,
1209.0,30.74,297.3,94.69,137.0,1247.0,179.4,8.04,,4467.0,,,,,,,,,,,,,,,2057.592,38.5,39.5,215.0,271.2,83.0,106.5,,
1210.0,30.34,297.6,94.36,137.0,1246.0,179.9,8.1,,4471.0,,,,,,,,,,,,,,,2058.8219999999997,45.5,39.5,216.0,270.9,98.0,106.5,,
1211.0,29.95,298.0,94.03,138.0,1250.0,179.9,8.1,,4474.0,,,,,,,,,,,,,,,2060.1420000000003,46.9,41.1,343.0,271.3,161.0,106.7,,
1212.0,29.42,297.9,93.31,138.0,1257.0,179.9,8.1,,4478.0,,,,,,,,,,,,,,,2061.7619999999997,39.5,41.5,277.0,270.7,109.0,106.5,,
1213.0,28.88,297.6,92.48,135.0,1256.0,180.9,8.12,,4482.0,,,,,,,,,,,,,,,2063.262,38.5,41.1,279.0,270.7,107.0,106.5,,
1214.0,28.58,296.8,91.93,134.0,1256.0,181.4,8.14,,4485.0,,,,,,,,,,,,,,,2064.822,38.5,41.1,324.0,270.3,125.0,106.6,,
1215.0,28.29,295.9,91.39,134.0,1254.0,181.4,8.1,,4489.0,,,,,,,,,,,,,,,2066.382,40.5,39.5,163.0,269.1,66.0,106.0,,
1216.0,28.18,295.5,91.26,135.0,1248.0,181.4,8.1,,4492.0,,,,,,,,,,,,,,,2069.6820000000002,39.5,39.1,298.0,269.4,117.0,106.1,,
1217.0,28.08,295.2,91.17,135.0,1244.0,180.4,8.08,,4496.0,,,,,,,,,,,,,,,2071.3559999999998,24.8,38.8,298.0,269.5,74.0,105.9,,
1218.0,28.05,296.3,91.64,134.0,1242.0,179.9,8.08,,4500.0,,,,,,,,,,,,,,,2072.592,44.1,39.5,323.0,269.4,143.0,106.2,,
1219.0,28.02,297.4,92.12,133.0,1242.0,179.9,8.14,,4503.0,,,,,,,,,,,,,,,2073.996,46.9,41.4,186.0,269.3,87.0,106.2,,
1220.0,27.99,298.6,92.59,134.0,1243.0,179.9,8.26,,4507.0,,,,,,,,,,,,,,,2075.862,30.0,37.9,215.0,268.8,64.0,105.8,,
1221.0,27.96,296.5,90.93,135.0,1241.0,179.9,8.29,,4511.0,,,,,,,,,,,,,,,2077.062,50.0,40.3,295.0,268.3,148.0,105.7,,
1222.0,27.91,294.1,89.85,134.0,1244.0,179.0,8.26,,4514.0,,,,,,,,,,,,,,,2078.4719999999998,45.5,45.5,281.0,268.3,128.0,105.9,,
1223.0,27.86,291.7,88.98,135.0,1248.0,178.4,8.29,,4518.0,,,,,,,,,,,,,,,2079.702,45.5,45.9,288.0,268.6,131.0,106.1,,
1224.0,27.87,290.0,88.91,134.0,1250.0,178.4,8.24,,4522.0,,,,,,,,,,,,,,,2081.112,45.5,45.5,300.0,268.1,136.0,105.9,,
1225.0,27.92,289.0,89.45,136.0,1250.0,178.4,8.29,,4526.0,,,,,,,,,,,,,,,2082.522,41.7,45.5,329.0,268.4,137.0,106.1,,
1226.0,27.96,288.1,89.93,135.0,1249.0,178.4,8.29,,4529.0,,,,,,,,,,,,,,,2084.022,40.5,44.2,422.0,269.3,171.0,106.5,,
1227.0,27.97,287.8,90.1,136.0,1239.0,178.4,8.33,,4533.0,,,,,,,,,,,,,,,2085.762,36.6,42.6,302.0,269.1,110.0,106.4,,
1228.0,27.98,287.6,90.27,135.0,1241.0,178.4,8.33,,4537.0,,,,,,,,,,,,,,,2087.142,40.5,40.9,353.0,269.5,143.0,106.6,,
1229.0,28.15,287.6,91.01,136.0,1241.0,177.5,8.31,,4540.0,,,,,,,,,,,,,,,2088.516,42.9,40.9,330.0,269.4,142.0,106.8,,
1230.0,28.42,287.0,91.66,136.0,1243.0,177.0,8.33,,4544.0,,,,,,,,,,,,,,,2090.2619999999997,37.5,39.5,289.0,269.4,108.0,106.8,,
1231.0,28.79,285.8,92.2,136.0,1238.0,177.0,8.35,,4548.0,,,,,,,,,,,,,,,2091.582,40.5,39.5,293.0,269.5,119.0,106.8,,
1232.0,29.05,285.1,92.16,135.0,1225.0,177.9,8.33,,4552.0,,,,,,,,,,,,,,,2093.022,42.9,41.3,313.0,269.9,134.0,107.0,,
1233.0,29.3,284.4,92.05,134.0,1217.0,176.9,8.31,,4555.0,,,,,,,,,,,,,,,2094.462,41.7,41.7,299.0,269.6,125.0,106.9,,
1234.0,29.55,283.8,91.93,136.0,1208.0,175.0,8.31,,4559.0,,,,,,,,,,,,,,,2095.842,42.9,41.7,277.0,269.1,119.0,107.0,,
1235.0,29.84,283.2,92.06,135.0,1213.0,174.5,8.2,,4563.0,,,,,,,,,,,,,,,2097.282,41.7,42.1,323.0,269.5,135.0,107.2,,
1236.0,30.14,282.6,92.28,134.0,1213.0,175.4,8.16,,4566.0,,,,,,,,,,,,,,,2098.716,41.7,42.1,323.0,270.3,134.0,107.5,,
1237.0,30.44,281.9,92.5,136.0,1204.0,175.9,8.16,,4570.0,,,,,,,,,,,,,,,2100.192,40.5,41.7,494.0,271.8,200.0,108.0,,
1238.0,30.77,282.2,93.15,135.0,1204.0,175.9,8.12,,4574.0,,,,,,,,,,,,,,,2101.9320000000002,37.5,41.3,194.0,270.9,73.0,107.5,,
1239.0,31.14,283.7,94.45,135.0,1200.0,175.0,8.14,,4577.0,,,,,,,,,,,,,,,2104.182,27.3,39.9,197.0,270.0,54.0,107.2,,
1240.0,31.51,285.3,95.75,135.0,1198.0,173.5,8.2,,4581.0,,,,,,,,,,,,,,,2105.2619999999997,50.0,39.9,197.0,269.6,98.0,107.2,,
1241.0,32.09,287.6,96.72,136.0,1199.0,173.9,8.31,,4585.0,,,,,,,,,,,,,,,2106.222,53.6,42.7,185.0,269.8,99.0,107.3,,
1242.0,32.83,290.3,97.4,135.0,1196.0,175.3,8.35,,4588.0,,,,,,,,,,,,,,,2107.062,75.0,47.0,110.0,269.3,82.0,107.1,,
1243.0,33.45,289.6,97.81,135.0,1194.0,175.9,8.37,,4592.0,,,,,,,,,,,,,,,2108.382,48.4,50.7,307.0,269.4,149.0,107.1,,
1244.0,34.1,288.9,98.1,135.0,1195.0,175.9,8.41,,4596.0,,,,,,,,,,,,,,,2109.762,42.9,50.7,250.0,269.3,107.0,107.0,,
1245.0,34.94,288.5,97.57,135.0,1198.0,176.8,8.47,,4600.0,,,,,,,,,,,,,,,2110.962,48.4,50.1,280.0,269.3,136.0,107.2,,
1246.0,35.76,290.9,98.51,135.0,1205.0,176.6,8.52,,4603.0,,,,,,,,,,,,,,,2112.312,45.5,47.4,281.0,270.1,128.0,107.6,,
1247.0,36.57,292.5,99.4,135.0,1207.0,176.8,8.52,,4607.0,,,,,,,,,,,,,,,2113.722,44.1,46.0,199.0,269.8,88.0,107.5,,
1248.0,37.35,289.6,98.67,135.0,1207.0,178.8,8.5,,4611.0,,,,,,,,,,,,,,,2114.922,46.9,45.5,289.0,269.6,135.0,107.5,,
1249.0,38.07,286.6,98.94,135.0,1211.0,179.9,8.5,,4615.0,,,,,,,,,,,,,,,2116.332,44.1,45.5,256.0,269.1,113.0,107.5,,
1250.0,38.79,284.9,99.62,135.0,1218.0,179.9,8.5,,4619.0,,,,,,,,,,,,,,,2117.682,44.1,44.6,272.0,269.1,120.0,107.6,,
1251.0,39.55,284.7,100.8,135.0,1218.0,179.9,8.5,,4622.0,,,,,,,,,,,,,,,2119.122,41.7,44.1,335.0,269.4,139.0,107.8,,
1252.0,40.4,285.8,102.5,136.0,1212.0,179.9,8.52,,4626.0,,,,,,,,,,,,,,,2120.592,41.7,43.3,304.0,269.0,127.0,107.8,,
1253.0,41.07,284.9,102.4,136.0,1209.0,179.9,8.5,,4630.0,,,,,,,,,,,,,,,2122.122,39.5,42.5,274.0,269.0,108.0,107.8,,
1254.0,41.51,284.0,102.0,136.0,1215.0,180.8,8.43,,4634.0,,,,,,,,,,,,,,,2123.592,40.5,41.3,298.0,268.5,121.0,108.0,,
1255.0,41.82,283.4,102.1,136.0,1216.0,181.4,8.41,,4638.0,,,,,,,,,,,,,,,2125.212,38.5,40.6,298.0,268.3,115.0,108.1,,
1256.0,41.96,283.8,103.1,136.0,1220.0,181.4,8.39,,4641.0,,,,,,,,,,,,,,,2126.562,41.7,40.6,253.0,268.3,105.0,108.1,,
1257.0,41.68,289.0,105.3,135.0,1234.0,181.4,8.39,,4645.0,,,,,,,,,,,,,,,2127.6420000000003,51.7,40.6,319.0,268.2,165.0,108.5,,
1258.0,41.35,293.1,106.7,135.0,1247.0,181.4,8.37,,4649.0,,,,,,,,,,,,,,,2129.292,40.5,40.9,269.0,268.0,109.0,108.6,,
1259.0,40.99,296.7,107.8,135.0,1253.0,182.2,8.37,,4653.0,,,,,,,,,,,,,,,2130.492,44.1,42.1,258.0,268.7,114.0,108.9,,
1260.0,40.51,299.4,110.6,135.0,1245.0,182.0,8.33,,4656.0,,,,,,,,,,,,,,,2131.722,50.0,45.3,343.0,269.9,171.0,109.6,,
1261.0,40.03,298.8,112.8,135.0,1238.0,181.4,8.33,,4660.0,,,,,,,,,,,,,,,2133.132,45.5,46.5,324.0,270.4,147.0,109.8,,
1262.0,39.64,296.2,113.8,135.0,1251.0,181.4,8.33,,4664.0,,,,,,,,,,,,,,,2134.782,38.5,43.4,303.0,270.5,117.0,109.8,,
1263.0,39.48,294.6,113.3,133.0,1265.0,180.5,8.29,,4667.0,,,,,,,,,,,,,,,2136.3120000000004,36.6,42.7,322.0,270.9,118.0,110.2,,
1264.0,39.32,293.0,112.8,134.0,1276.0,179.9,8.24,,4671.0,,,,,,,,,,,,,,,2137.872,39.5,41.1,356.0,271.7,140.0,110.5,,
1265.0,39.1,292.9,113.3,133.0,1287.0,179.9,8.2,,4675.0,,,,,,,,,,,,,,,2139.642,35.7,38.2,383.0,273.1,137.0,111.0,,
1266.0,38.85,293.5,114.3,133.0,1293.0,181.4,8.14,,4678.0,,,,,,,,,,,,,,,2141.412,34.1,36.9,291.0,274.0,99.0,111.3,,
1267.0,38.57,296.3,115.0,133.0,1303.0,182.4,8.16,,4682.0,,,,,,,,,,,,,,,2142.822,39.5,37.3,307.0,275.1,121.0,111.7,,
1268.0,38.27,300.1,115.7,133.0,1311.0,183.3,8.2,,4686.0,,,,,,,,,,,,,,,2144.232,40.5,38.2,324.0,276.4,131.0,112.2,,
1269.0,38.01,301.1,115.8,134.0,1315.0,183.8,8.31,,4689.0,,,,,,,,,,,,,,,2145.762,41.7,38.6,271.0,275.7,113.0,111.7,,
1270.0,37.76,301.3,115.6,133.0,1316.0,183.8,8.35,,4693.0,,,,,,,,,,,,,,,2147.202,40.5,40.2,308.0,276.3,125.0,112.0,,
1271.0,37.51,301.6,115.8,133.0,1315.0,184.8,8.37,,4697.0,,,,,,,,,,,,,,,2148.612,41.7,40.9,326.0,277.2,136.0,112.4,,
1272.0,37.25,302.0,116.0,133.0,1314.0,185.3,8.35,,4701.0,,,,,,,,,,,,,,,2150.232,38.5,40.9,326.0,278.2,125.0,112.7,,
1273.0,36.71,302.8,116.0,133.0,1311.0,183.8,8.35,,4704.0,,,,,,,,,,,,,,,2151.732,39.5,40.6,300.0,278.3,118.0,112.8,,
1274.0,36.23,304.2,116.3,133.0,1303.0,182.9,8.39,,4708.0,,,,,,,,,,,,,,,2153.2019999999998,40.5,40.2,306.0,278.5,124.0,112.8,,
1275.0,35.86,306.0,116.7,133.0,1297.0,182.0,8.43,,4712.0,,,,,,,,,,,,,,,2154.5220000000004,44.1,40.6,235.0,278.2,104.0,112.8,,
1276.0,35.73,307.1,116.9,134.0,1299.0,180.5,8.45,,4716.0,,,,,,,,,,,,,,,2155.902,44.1,41.4,383.0,278.5,169.0,113.3,,
1277.0,35.72,307.1,116.6,134.0,1308.0,179.9,8.39,,4719.0,,,,,,,,,,,,,,,2157.552,37.5,41.4,284.0,279.0,107.0,113.6,,
1278.0,35.75,306.7,116.1,134.0,1312.0,179.9,8.41,,4723.0,,,,,,,,,,,,,,,2159.712,25.9,40.7,288.0,279.6,74.0,113.7,,
1279.0,35.85,306.5,115.9,134.0,1315.0,179.9,8.54,,4727.0,,,,,,,,,,,,,,,2161.3559999999998,42.9,41.5,104.0,278.4,45.0,113.3,,
1280.0,36.03,306.6,115.9,134.0,1315.0,179.9,8.6,,4731.0,,,,,,,,,,,,,,,2162.592,42.9,41.1,209.0,277.8,90.0,113.3,,
1281.0,36.23,306.5,115.8,135.0,1314.0,179.9,8.62,,4735.0,,,,,,,,,,,,,,,2164.362,35.7,38.7,376.0,278.7,134.0,113.6,,
1282.0,36.73,304.1,114.7,135.0,1306.0,179.9,8.62,,4739.0,,,,,,,,,,,,,,,2165.892,37.5,38.7,354.0,279.4,133.0,113.8,,
1283.0,37.16,306.5,115.2,135.0,1300.0,179.9,8.58,,4742.0,,,,,,,,,,,,,,,2167.992,30.0,38.7,374.0,280.3,112.0,114.1,,
1284.0,37.57,308.8,115.8,135.0,1304.0,179.9,8.47,,4746.0,,,,,,,,,,,,,,,2169.402,39.5,37.6,313.0,281.2,124.0,114.5,,
1285.0,37.95,310.8,116.2,135.0,1315.0,180.7,8.45,,4750.0,,,,,,,,,,,,,,,2170.7219999999998,45.5,37.6,318.0,282.2,144.0,115.1,,
1286.0,38.33,312.6,116.7,135.0,1323.0,181.4,8.5,,4754.0,,,,,,,,,,,,,,,2172.072,45.5,40.8,339.0,282.9,154.0,115.3,,
